DisasterNumber,State,disasterType,incidentType,Title,StartYear,StartMonth,StartDay,EndYear,EndMonth,EndDay,StateCode,CountyCode,FIPSCode,FIPSName
189,IN,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,18,067,18067
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,171,27171
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,121,27121
190,MI,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,26,015,26015
183,CA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,06,003,06003
183,CA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,06,091,06091
183,CA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,06,041,06041
183,CA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,06,115,06115
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,019,41019
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,039,41039
185,WA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,29,1964,12,29,53,013,53013
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,059,41059
185,WA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,29,1964,12,29,53,053,53053
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,045,16045
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,009,16009
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,003,27003
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,073,16073
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,037,27037
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,059,27059
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,091,27091
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,115,27115
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,143,27143
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,165,27165
189,IN,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,18,053,18053
189,IN,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,18,179,18179
183,CA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,06,033,06033
183,CA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,06,077,06077
183,CA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,06,109,06109
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,015,41015
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,035,41035
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,055,41055
185,WA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,29,1964,12,29,53,005,53005
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,001,16001
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,067,16067
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,035,16035
185,WA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,29,1964,12,29,53,045,53045
187,NV,DR,Flood,"SEVERE STORMS, HEAVY RAINS & FLOODING",1965,1,18,1965,1,18,32,031,32031
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,033,27033
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,053,27053
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,087,27087
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,139,27139
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,109,27109
189,IN,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,18,023,18023
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,161,27161
189,IN,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,18,149,18149
190,MI,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,26,059,26059
183,CA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,06,005,06005
183,CA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,06,045,06045
183,CA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,06,093,06093
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,001,41001
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,021,41021
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,041,41041
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,061,41061
185,WA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,29,1964,12,29,53,015,53015
185,WA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,29,1964,12,29,53,059,53059
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,039,27039
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,009,27009
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,075,16075
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,047,16047
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,013,16013
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,063,27063
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,029,16029
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,061,16061
187,NV,DR,Flood,"SEVERE STORMS, HEAVY RAINS & FLOODING",1965,1,18,1965,1,18,32,019,32019
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,049,27049
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,023,27023
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,077,27077
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,103,27103
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,131,27131
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,157,27157
189,IN,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,18,107,18107
189,IN,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,18,011,18011
183,CA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,06,061,06061
183,CA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,06,017,06017
183,CA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,06,101,06101
183,CA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,06,011,06011
183,CA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,06,055,06055
183,CA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,06,097,06097
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,005,41005
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,025,41025
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,045,41045
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,065,41065
185,WA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,29,1964,12,29,53,027,53027
185,WA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,29,1964,12,29,53,063,53063
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,019,16019
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,053,16053
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,079,16079
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,015,27015
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,043,27043
185,WA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,29,1964,12,29,53,033,53033
185,WA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,29,1964,12,29,53,069,53069
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,023,16023
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,055,16055
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,087,16087
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,019,27019
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,085,27085
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,119,27119
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,145,27145
189,IN,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,18,057,18057
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,169,27169
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,049,41049
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,069,41069
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,029,41029
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,009,41009
190,MI,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,26,005,26005
185,WA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,29,1964,12,29,53,037,53037
185,WA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,29,1964,12,29,53,071,53071
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,025,16025
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,057,16057
187,NV,DR,Flood,"SEVERE STORMS, HEAVY RAINS & FLOODING",1965,1,18,1965,1,18,32,005,32005
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,021,27021
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,073,27073
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,047,27047
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,099,27099
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,067,27067
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,095,27095
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,123,27123
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,173,27173
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,151,27151
189,IN,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,18,087,18087
190,MI,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,26,017,26017
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,051,27051
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,107,27107
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,079,27079
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,135,27135
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,159,27159
189,IN,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,18,017,18017
189,IN,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,18,141,18141
190,MI,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,26,057,26057
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,129,27129
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,155,27155
189,IN,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,18,009,18009
190,MI,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,26,037,26037
189,IN,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,18,099,18099
190,MI,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,26,045,26045
183,CA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,06,035,06035
183,CA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,06,089,06089
183,CA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,06,113,06113
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,017,41017
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,037,41037
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,045,27045
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,069,27069
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,097,27097
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,127,27127
189,IN,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,18,091,18091
189,IN,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,18,001,18001
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,153,27153
190,MI,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,26,023,26023
184,OR,DR,Flood,HEAVY RAINS & FLOODING,1964,12,24,1964,12,24,41,057,41057
185,WA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,29,1964,12,29,53,011,53011
185,WA,DR,Flood,HEAVY RAINS & FLOODING,1964,12,29,1964,12,29,53,049,53049
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,005,16005
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,039,16039
186,ID,DR,Flood,HEAVY RAINS & FLOODING,1964,12,31,1964,12,31,16,069,16069
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,001,27001
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,035,27035
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,055,27055
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,089,27089
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,111,27111
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,141,27141
188,MN,DR,Flood,FLOODING,1965,4,11,1965,4,11,27,163,27163
189,IN,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,18,039,18039
189,IN,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,18,151,18151
192,WI,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1965,4,21,1965,4,21,55,063,55063
191,OH,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,39,147,39147
190,MI,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,26,077,26077
191,OH,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,39,041,39041
192,WI,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1965,4,21,1965,4,21,55,123,55123
193,IA,DR,Flood,FLOODING,1965,4,22,1965,4,22,19,021,19021
193,IA,DR,Flood,FLOODING,1965,4,22,1965,4,22,19,049,19049
193,IA,DR,Flood,FLOODING,1965,4,22,1965,4,22,19,085,19085
193,IA,DR,Flood,FLOODING,1965,4,22,1965,4,22,19,115,19115
193,IA,DR,Flood,FLOODING,1965,4,22,1965,4,22,19,141,19141
193,IA,DR,Flood,FLOODING,1965,4,22,1965,4,22,19,165,19165
193,IA,DR,Flood,FLOODING,1965,4,22,1965,4,22,19,197,19197
194,IL,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1965,4,25,1965,4,25,17,195,17195
195,ND,DR,Flood,FLOODING,1965,5,10,1965,5,10,38,099,38099
197,SD,DR,Flood,FLOODING,1965,5,26,1965,5,26,46,103,46103
199,TX,DR,Tornado,TORNADOES & FLOODING,1965,6,19,1965,6,19,48,349,48349
200,CO,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1965,6,19,1965,6,19,08,075,08075
200,CO,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1965,6,19,1965,6,19,08,125,08125
201,KS,DR,Flood,FLOODING,1965,6,23,1965,6,23,20,075,20075
201,KS,DR,Flood,FLOODING,1965,6,23,1965,6,23,20,185,20185
203,MO,DR,Flood,SEVERE STORMS & FLOODING,1965,7,27,1965,7,27,29,033,29033
204,NY,DR,Drought,WATER SHORTAGE,1965,8,18,1965,8,18,36,079,36079
203,MO,DR,Flood,SEVERE STORMS & FLOODING,1965,7,27,1965,7,27,29,159,29159
205,NJ,DR,Drought,WATER SHORTAGE,1965,8,18,1965,8,18,34,005,34005
205,NJ,DR,Drought,WATER SHORTAGE,1965,8,18,1965,8,18,34,025,34025
206,PA,DR,Drought,WATER SHORTAGE,1965,8,18,1965,8,18,42,107,42107
206,PA,DR,Drought,WATER SHORTAGE,1965,8,18,1965,8,18,42,017,42017
209,FL,DR,Hurricane,HURRICANE BETSY,1965,9,14,1965,9,14,12,011,12011
210,MS,DR,Hurricane,HURRICANE BETSY,1965,9,25,1965,9,25,28,157,28157
210,MS,DR,Hurricane,HURRICANE BETSY,1965,9,25,1965,9,25,28,001,28001
214,GA,DR,Flood,FLOODING,1966,3,14,1966,3,14,13,153,13153
214,GA,DR,Flood,FLOODING,1966,3,14,1966,3,14,13,279,13279
215,MN,DR,Flood,FLOODING,1966,3,22,1966,3,22,27,035,27035
190,MI,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,26,081,26081
191,OH,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,39,063,39063
191,OH,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,39,149,39149
192,WI,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1965,4,21,1965,4,21,55,067,55067
192,WI,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1965,4,21,1965,4,21,55,127,55127
193,IA,DR,Flood,FLOODING,1965,4,22,1965,4,22,19,023,19023
193,IA,DR,Flood,FLOODING,1965,4,22,1965,4,22,19,057,19057
193,IA,DR,Flood,FLOODING,1965,4,22,1965,4,22,19,091,19091
193,IA,DR,Flood,FLOODING,1965,4,22,1965,4,22,19,143,19143
193,IA,DR,Flood,FLOODING,1965,4,22,1965,4,22,19,119,19119
193,IA,DR,Flood,FLOODING,1965,4,22,1965,4,22,19,167,19167
194,IL,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1965,4,25,1965,4,25,17,001,17001
200,CO,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1965,6,19,1965,6,19,08,035,08035
198,MO,DR,Severe Storm(s),FLOODING,1965,6,14,1965,6,14,29,045,29045
195,ND,DR,Flood,FLOODING,1965,5,10,1965,5,10,38,003,38003
199,TX,DR,Tornado,TORNADOES & FLOODING,1965,6,19,1965,6,19,48,401,48401
196,WA,DR,Earthquake,EARTHQUAKE,1965,5,11,1965,5,11,53,033,53033
200,CO,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1965,6,19,1965,6,19,08,087,08087
201,KS,DR,Flood,FLOODING,1965,6,23,1965,6,23,20,009,20009
201,KS,DR,Flood,FLOODING,1965,6,23,1965,6,23,20,079,20079
201,KS,DR,Flood,FLOODING,1965,6,23,1965,6,23,20,187,20187
203,MO,DR,Flood,SEVERE STORMS & FLOODING,1965,7,27,1965,7,27,29,047,29047
203,MO,DR,Flood,SEVERE STORMS & FLOODING,1965,7,27,1965,7,27,29,165,29165
205,NJ,DR,Drought,WATER SHORTAGE,1965,8,18,1965,8,18,34,007,34007
205,NJ,DR,Drought,WATER SHORTAGE,1965,8,18,1965,8,18,34,027,34027
206,PA,DR,Drought,WATER SHORTAGE,1965,8,18,1965,8,18,42,025,42025
206,PA,DR,Drought,WATER SHORTAGE,1965,8,18,1965,8,18,42,127,42127
209,FL,DR,Hurricane,HURRICANE BETSY,1965,9,14,1965,9,14,12,021,12021
210,MS,DR,Hurricane,HURRICANE BETSY,1965,9,25,1965,9,25,28,005,28005
211,CA,DR,Flood,HEAVY RAINS & FLOODING,1965,12,7,1965,12,7,06,065,06065
214,GA,DR,Flood,FLOODING,1966,3,14,1966,3,14,13,007,13007
214,GA,DR,Flood,FLOODING,1966,3,14,1966,3,14,13,283,13283
214,GA,DR,Flood,FLOODING,1966,3,14,1966,3,14,13,163,13163
190,MI,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,26,091,26091
191,OH,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,39,161,39161
191,OH,DR,Tornado,TORNADOES & SEVERE STORMS,1965,4,14,1965,4,14,39,067,39067
192,WI,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1965,4,21,1965,4,21,55,073,55073
192,WI,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1965,4,21,1965,4,21,55,129,55129
193,IA,DR,Flood,FLOODING,1965,4,22,1965,4,22,19,027,19027
193,IA,DR,Flood,FLOODING,1965,4,22,1965,4,22,19,059,19059
193,IA,DR,Flood,FLOODING,1965,4,22,1965,4,22,19,093,19093
193,IA,DR,Flood,FLOODING,1965,4,22,1965,4,22,19,123,19123
193,IA,DR,Flood,FLOODING,1965,4,22,1965,4,22,19,145,19145
193,IA,DR,Flood,FLOODING,1965,4,22,1965,4,22,19,171,19171
194,IL,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1965,4,25,1965,4,25,17,015,17015
195,ND,DR,Flood,FLOODING,1965,5,10,1965,5,10,38,017,38017
200,CO,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1965,6,19,1965,6,19,08,089,08089
203,MO,DR,Flood,SEVERE STORMS & FLOODING,1965,7,27,1965,7,27,29,177,29177
198,MO,DR,Severe Storm(s),FLOODING,1965,6,14,1965,6,14,29,111,29111
201,KS,DR,Flood,FLOODING,1965,6,23,1965,6,23,20,093,20093
196,WA,DR,Earthquake,EARTHQUAKE,1965,5,11,1965,5,11,53,035,53035
201,KS,DR,Flood,FLOODING,1965,6,23,1965,6,23,20,015,20015
199,TX,DR,Tornado,TORNADOES & FLOODING,1965,6,19,1965,6,19,48,423,48423
202,NM,DR,Flood,SEVERE STORMS & FLOODING,1965,7,1,1965,7,1,35,007,35007
200,CO,DR,Tornado,"TORNADOES, SEVERE STORMS & FLOODING",1965,6,19,1965,6,19,08,041,08041
203,MO,DR,Flood,SEVERE STORMS & FLOODING,1965,7,27,1965,7,27,29,049,29049
